Time,Accelerometer UpLeg(x),Accelerometer UpLeg(y),Accelerometer UpLeg(z),Gyroscope UpLeg(x),Gyroscope UpLeg(y),Gyroscope UpLeg(z),Accelerometer Leg(x),Accelerometer Leg(y),Accelerometer Leg(z),Gyroscope Leg(x),Gyroscope Leg(y),Gyroscope Leg(z),Goniometry UpLeg Angle,Goniometry Leg Angle
167.7124,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.2236328,1.066406,-0.1425781,-0.75,-0.1875,-1.53125,190.0779,175.4886
167.7491,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.2236328,1.066406,-0.1425781,-0.75,-0.1875,-1.53125,190.0779,175.9688
167.7791,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.1064453,1.012695,-0.1992188,-2.34375,-2.21875,-1.53125,190.0779,175.9688
167.8125,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.1064453,1.012695,-0.1992188,-2.34375,-2.21875,-1.53125,190.0779,175.9688
167.8501,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.08984375,0.9892578,-0.1503906,-1.46875,-5.21875,-1.65625,190.245,176.476
167.8796,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.08984375,0.9892578,-0.1503906,-1.46875,-5.21875,-1.65625,190.245,176.476
167.9127,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.06933594,1.085938,-0.1728516,2.96875,0.90625,-0.125,190.245,176.4576
167.9496,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.06933594,1.085938,-0.1728516,2.96875,0.90625,-0.125,190.245,176.4576
167.9798,-0.03027344,1.019531,-0.1035156,-2.625,-5.875,0.15625,0.04003906,1.041992,-0.1181641,2.4375,2.25,0.03125,190.245,176.4576
168.013,0.04785156,1.003906,-0.08105469,0.09375,0.46875,-2.09375,0.04003906,1.041992,-0.1181641,2.4375,2.25,0.03125,190.245,176.1069
168.0499,0.04785156,1.003906,-0.08105469,0.09375,0.46875,-2.09375,0.203125,1.041992,-0.171875,1.4375,-3.375,0.65625,190.7293,175.8469
168.0812,0.04785156,1.003906,-0.08105469,0.09375,0.46875,-2.09375,0.203125,1.041992,-0.171875,1.4375,-3.375,0.65625,190.7293,175.8469
168.1134,0.04785156,1.003906,-0.08105469,0.09375,0.46875,-2.09375,0.1201172,0.9873047,-0.1923828,1.03125,-1.96875,1.75,190.7293,175.8469
168.1503,0.04785156,1.003906,-0.08105469,0.09375,0.46875,-2.09375,0.1201172,0.9873047,-0.1923828,1.03125,-1.96875,1.75,189.3647,175.9283
168.1803,0.04785156,1.003906,-0.08105469,0.09375,0.46875,-2.09375,0.1640625,0.9658203,-0.1201172,1.3125,-0.5625,1.09375,189.3647,175.9283
168.2143,0.07617188,0.9160156,-0.1601563,-1.59375,5.78125,-2.9375,0.1640625,0.9658203,-0.1201172,1.3125,-0.5625,1.09375,189.3647,174.6711
168.2697,0.07617188,0.9160156,-0.1601563,-1.59375,5.78125,-2.9375,0.1640625,0.9658203,-0.1201172,1.3125,-0.5625,1.09375,189.3647,174.6711
168.2703,0.07617188,0.9160156,-0.1601563,-1.59375,5.78125,-2.9375,0.1640625,0.9658203,-0.1201172,1.3125,-0.5625,1.09375,189.3647,174.6711
168.2973,0.07617188,0.9160156,-0.1601563,-1.59375,5.78125,-2.9375,0.1640625,0.9658203,-0.1201172,1.3125,-0.5625,1.09375,189.3946,174.8368
168.3329,0.07617188,0.9160156,-0.1601563,-1.59375,5.78125,-2.9375,0.1142578,1.020508,-0.1035156,1.625,-0.1875,1.5,189.3946,174.8368
168.365,0.1025391,1.001953,-0.1386719,0.59375,-4.15625,-1.59375,0.1064453,0.9697266,-0.1347656,1.3125,0.40625,0.71875,189.3946,174.8368
168.3979,0.1025391,1.001953,-0.1386719,0.59375,-4.15625,-1.59375,0.1064453,0.9697266,-0.1347656,1.3125,0.40625,0.71875,189.3946,175.2584
